10,1,2,10,thread,8.70228e-05
10,1,4,10,thread,0.000119925
10,1,8,10,thread,0.000293016
10,1,16,10,thread,0.000261068
10,1,2,1000,thread,4.79221e-05
10,1,4,1000,thread,0.000132799
10,1,8,1000,thread,0.000215769
10,1,16,1000,thread,0.000257015
10,1,2,100000,thread,7.00951e-05
10,1,4,100000,thread,0.000286102
10,1,8,100000,thread,0.000216961
10,1,16,100000,thread,0.000658989
10,10,2,10,thread,4.79221e-05
10,10,4,10,thread,0.000100851
10,10,8,10,thread,0.000211954
10,10,16,10,thread,0.000260115
10,10,2,1000,thread,7.00951e-05
10,10,4,1000,thread,0.00010705
10,10,8,1000,thread,0.000237942
10,10,16,1000,thread,0.000703096
10,10,2,100000,thread,5.60284e-05
10,10,4,100000,thread,0.000118971
10,10,8,100000,thread,0.00016284
10,10,16,100000,thread,0.000262976
10,100,2,10,thread,9.01222e-05
10,100,4,10,thread,0.000130177
10,100,8,10,thread,0.000189066
10,100,16,10,thread,0.000262976
10,100,2,1000,thread,7.79629e-05
10,100,4,1000,thread,0.000129938
10,100,8,1000,thread,0.000402927
10,100,16,1000,thread,0.000257969
10,100,2,100000,thread,8.2016e-05
10,100,4,100000,thread,0.000134945
10,100,8,100000,thread,0.000175953
10,100,16,100000,thread,0.000277996
10,1000,2,10,thread,0.000205994
10,1000,4,10,thread,0.000257015
10,1000,8,10,thread,0.000247002
10,1000,16,10,thread,0.000268221
10,1000,2,1000,thread,0.000204086
10,1000,4,1000,thread,0.000252962
10,1000,8,1000,thread,0.00027895
10,1000,16,1000,thread,0.000256062
10,1000,2,100000,thread,0.000165939
10,1000,4,100000,thread,0.000307083
10,1000,8,100000,thread,0.000296116
10,1000,16,100000,thread,0.00027895
100,1,2,10,thread,7.00951e-05
100,1,4,10,thread,0.000103951
100,1,8,10,thread,0.000233173
100,1,16,10,thread,0.000286818
100,1,2,1000,thread,5.91278e-05
100,1,4,1000,thread,0.000155926
100,1,8,1000,thread,0.000228882
100,1,16,1000,thread,0.000267029
100,1,2,100000,thread,7.20024e-05
100,1,4,100000,thread,0.00011611
100,1,8,100000,thread,0.000165939
100,1,16,100000,thread,0.00027585
100,10,2,10,thread,7.31945e-05
100,10,4,10,thread,0.000113964
100,10,8,10,thread,0.000143051
100,10,16,10,thread,0.000238895
100,10,2,1000,thread,7.29561e-05
100,10,4,1000,thread,0.00010705
100,10,8,1000,thread,0.000210047
100,10,16,1000,thread,0.00026083
100,10,2,100000,thread,0.000119925
100,10,4,100000,thread,9.48906e-05
100,10,8,100000,thread,0.000181913
100,10,16,100000,thread,0.000253916
100,100,2,10,thread,0.000185966
100,100,4,10,thread,0.000157118
100,100,8,10,thread,0.000151873
100,100,16,10,thread,0.000300884
100,100,2,1000,thread,0.00022006
100,100,4,1000,thread,0.000242949
100,100,8,1000,thread,0.000226021
100,100,16,1000,thread,0.000240088
100,100,2,100000,thread,0.000181913
100,100,4,100000,thread,0.000250101
100,100,8,100000,thread,0.00022316
100,100,16,100000,thread,0.000292063
100,1000,2,10,thread,0.000596046
100,1000,4,10,thread,0.000442028
100,1000,8,10,thread,0.000391006
100,1000,16,10,thread,0.000561953
100,1000,2,1000,thread,0.00111485
100,1000,4,1000,thread,0.00119805
100,1000,8,1000,thread,0.00109386
100,1000,16,1000,thread,0.00119615
100,1000,2,100000,thread,0.00100303
100,1000,4,100000,thread,0.00107408
100,1000,8,100000,thread,0.00115895
100,1000,16,100000,thread,0.00129104
1000,1,2,10,thread,9.20296e-05
1000,1,4,10,thread,0.000132084
1000,1,8,10,thread,0.000163078
1000,1,16,10,thread,0.000276089
1000,1,2,1000,thread,8.2016e-05
1000,1,4,1000,thread,0.000250816
1000,1,8,1000,thread,0.00015521
1000,1,16,1000,thread,0.000258923
1000,1,2,100000,thread,8.79765e-05
1000,1,4,100000,thread,0.000109196
1000,1,8,100000,thread,0.000174046
1000,1,16,100000,thread,0.000281096
1000,10,2,10,thread,0.000162125
1000,10,4,10,thread,0.000210047
1000,10,8,10,thread,0.000159025
1000,10,16,10,thread,0.000317097
1000,10,2,1000,thread,0.000185013
1000,10,4,1000,thread,0.000273943
1000,10,8,1000,thread,0.000228882
1000,10,16,1000,thread,0.000270844
1000,10,2,100000,thread,0.000207901
1000,10,4,100000,thread,0.000257015
1000,10,8,100000,thread,0.000289917
1000,10,16,100000,thread,0.000227928
1000,100,2,10,thread,0.000589848
1000,100,4,10,thread,0.000396013
1000,100,8,10,thread,0.000794888
1000,100,16,10,thread,0.000380993
1000,100,2,1000,thread,0.00104904
1000,100,4,1000,thread,0.00114298
1000,100,8,1000,thread,0.00107908
1000,100,16,1000,thread,0.00132084
1000,100,2,100000,thread,0.000995874
1000,100,4,100000,thread,0.00107408
1000,100,8,100000,thread,0.00117683
1000,100,16,100000,thread,0.00116801
1000,1000,2,10,thread,0.00487995
1000,1000,4,10,thread,0.00274897
1000,1000,8,10,thread,0.00205588
1000,1000,16,10,thread,0.00202203
1000,1000,2,1000,thread,0.009341
1000,1000,4,1000,thread,0.00943184
1000,1000,8,1000,thread,0.00945902
1000,1000,16,1000,thread,0.00963807
1000,1000,2,100000,thread,0.00941586
1000,1000,4,100000,thread,0.00939679
1000,1000,8,100000,thread,0.00982094
1000,1000,16,100000,thread,0.0100811
10000,1,2,10,thread,0.000365973
10000,1,4,10,thread,0.000524044
10000,1,8,10,thread,0.000536919
10000,1,16,10,thread,0.000545979
10000,1,2,1000,thread,0.00016284
10000,1,4,1000,thread,0.000212908
10000,1,8,1000,thread,0.000147104
10000,1,16,1000,thread,0.000282049
10000,1,2,100000,thread,0.000324011
10000,1,4,100000,thread,0.00030899
10000,1,8,100000,thread,0.000339031
10000,1,16,100000,thread,0.000304937
10000,10,2,10,thread,0.000764132
10000,10,4,10,thread,0.000559092
10000,10,8,10,thread,0.000526905
10000,10,16,10,thread,0.000561953
10000,10,2,1000,thread,0.000699997
10000,10,4,1000,thread,0.000527143
10000,10,8,1000,thread,0.000400066
10000,10,16,1000,thread,0.000387907
10000,10,2,100000,thread,0.001266
10000,10,4,100000,thread,0.00131893
10000,10,8,100000,thread,0.001302
10000,10,16,100000,thread,0.00138688
10000,100,2,10,thread,0.00524092
10000,100,4,10,thread,0.00289106
10000,100,8,10,thread,0.00204396
10000,100,16,10,thread,0.00207615
10000,100,2,1000,thread,0.00501418
10000,100,4,1000,thread,0.0032661
10000,100,8,1000,thread,0.0023849
10000,100,16,1000,thread,0.00241494
10000,100,2,100000,thread,0.00936508
10000,100,4,100000,thread,0.00955701
10000,100,8,100000,thread,0.00972605
10000,100,16,100000,thread,0.010406
10000,1000,2,10,thread,0.0450349
10000,1000,4,10,thread,0.0263731
10000,1000,8,10,thread,0.018688
10000,1000,16,10,thread,0.021142
10000,1000,2,1000,thread,0.046288
10000,1000,4,1000,thread,0.0306661
10000,1000,8,1000,thread,0.0220568
10000,1000,16,1000,thread,0.0211151
10000,1000,2,100000,thread,0.0913901
10000,1000,4,100000,thread,0.0912721
10000,1000,8,100000,thread,0.0913491
10000,1000,16,100000,thread,0.0924561
100000,1,2,10,thread,0.00266385
100000,1,4,10,thread,0.00397205
100000,1,8,10,thread,0.00471616
100000,1,16,10,thread,0.00462818
100000,1,2,1000,thread,0.00113702
100000,1,4,1000,thread,0.000727177
100000,1,8,1000,thread,0.000515938
100000,1,16,1000,thread,0.000553846
100000,1,2,100000,thread,0.0021162
100000,1,4,100000,thread,0.00209999
100000,1,8,100000,thread,0.00204802
100000,1,16,100000,thread,0.00230098
100000,10,2,10,thread,0.006428
100000,10,4,10,thread,0.00440407
100000,10,8,10,thread,0.00443697
100000,10,16,10,thread,0.00436091
100000,10,2,1000,thread,0.00615096
100000,10,4,1000,thread,0.00322604
100000,10,8,1000,thread,0.00251293
100000,10,16,1000,thread,0.0024209
100000,10,2,100000,thread,0.01105
100000,10,4,100000,thread,0.0111051
100000,10,8,100000,thread,0.0111279
100000,10,16,100000,thread,0.0120099
100000,10,4,10,thread,0.00435114
100000,10,8,10,thread,0.00433803
100000,10,16,10,thread,0.00431204
100000,10,2,1000,thread,0.00574899
100000,10,4,1000,thread,0.00327706
100000,10,8,1000,thread,0.00260282
100000,10,16,1000,thread,0.00236583
100000,10,2,100000,thread,0.0110431
100000,10,4,100000,thread,0.010735
100000,10,8,100000,thread,0.010916
100000,10,16,100000,thread,0.0113518
100000,100,2,10,thread,0.047013
100000,100,4,10,thread,0.026341
100000,100,8,10,thread,0.0194809
100000,100,16,10,thread,0.0192099
100000,100,2,1000,thread,0.0471561
100000,100,4,1000,thread,0.0270429
100000,100,8,1000,thread,0.0194969
100000,100,16,1000,thread,0.019557
100000,100,2,100000,thread,0.0927441
100000,100,4,100000,thread,0.090766
100000,100,8,100000,thread,0.092324
100000,100,16,100000,thread,0.0946178
100000,1000,2,10,thread,0.452624
100000,1000,4,10,thread,0.257889
100000,1000,8,10,thread,0.185696
100000,1000,16,10,thread,0.185476
100000,1000,2,1000,thread,0.456766
100000,1000,4,1000,thread,0.260791
100000,1000,8,1000,thread,0.189431
100000,1000,16,1000,thread,0.190353
100000,1000,2,100000,thread,0.909545
100000,1000,4,100000,thread,0.908065
100000,1000,8,100000,thread,0.910208
100000,1000,16,100000,thread,0.914462
1000000,1,2,10,thread,0.026252
1000000,1,4,10,thread,0.0380459
1000000,1,8,10,thread,0.0465829
1000000,1,16,10,thread,0.0457931
1000000,1,2,1000,thread,0.0102661
1000000,1,4,1000,thread,0.00580502
1000000,1,8,1000,thread,0.00417614
1000000,1,16,1000,thread,0.00416899
1000000,1,2,100000,thread,0.00983906
1000000,1,4,100000,thread,0.006598
1000000,1,8,100000,thread,0.004673
1000000,1,16,100000,thread,0.00470996
1000000,10,2,10,thread,0.0652912
1000000,10,4,10,thread,0.042758
1000000,10,8,10,thread,0.0423641
1000000,10,16,10,thread,0.042469
1000000,10,2,1000,thread,0.0547071
1000000,10,4,1000,thread,0.0311291
1000000,10,8,1000,thread,0.022254
1000000,10,16,1000,thread,0.0222819
1000000,10,2,100000,thread,0.0543501
1000000,10,4,100000,thread,0.0361588
1000000,10,8,100000,thread,0.0261109
1000000,10,16,100000,thread,0.026552
1000000,100,2,10,thread,0.464378
1000000,100,4,10,thread,0.263931
1000000,100,8,10,thread,0.191273
1000000,100,16,10,thread,0.190812
1000000,100,2,1000,thread,0.463848
1000000,100,4,1000,thread,0.265228
1000000,100,8,1000,thread,0.190117
1000000,100,16,1000,thread,0.19015
1000000,100,2,100000,thread,0.462825
1000000,100,4,100000,thread,0.303455
1000000,100,8,100000,thread,0.218932
1000000,100,16,100000,thread,0.19874
1000000,1000,2,10,thread,4.53138
1000000,1000,4,10,thread,2.58462
1000000,1000,8,10,thread,1.85888
1000000,1000,16,10,thread,1.85528
1000000,1000,2,1000,thread,4.62291
1000000,1000,4,1000,thread,2.60193
1000000,1000,8,1000,thread,1.86971
1000000,1000,16,1000,thread,1.86605
1000000,1000,2,100000,thread,4.54904
1000000,1000,4,100000,thread,2.98993
1000000,1000,8,100000,thread,2.17727
1000000,1000,16,100000,thread,1.95653
10000000,1,2,10,thread,0.248736
10000000,1,4,10,thread,0.381538
10000000,1,8,10,thread,0.465743
10000000,1,16,10,thread,0.458842
10000000,1,2,1000,thread,0.103126
10000000,1,4,1000,thread,0.0555391
10000000,1,8,1000,thread,0.0425348
10000000,1,16,1000,thread,0.0401671
10000000,1,2,100000,thread,0.100649
10000000,1,4,100000,thread,0.0542278
10000000,1,8,100000,thread,0.0396042
10000000,1,16,100000,thread,0.0394809
10000000,10,2,10,thread,0.634723
10000000,10,4,10,thread,0.427149
10000000,10,8,10,thread,0.423588
10000000,10,16,10,thread,0.424049
10000000,10,2,1000,thread,0.551597
10000000,10,4,1000,thread,0.308932
10000000,10,8,1000,thread,0.220818
10000000,10,16,1000,thread,0.220983
10000000,10,2,100000,thread,0.539878
10000000,10,4,100000,thread,0.308726
10000000,10,8,100000,thread,0.224642
10000000,10,16,100000,thread,0.224714
10000000,100,2,10,thread,4.66124
10000000,100,4,10,thread,2.63502
10000000,100,8,10,thread,1.90644
10000000,100,16,10,thread,1.91058
10000000,100,2,1000,thread,4.62569
10000000,100,4,1000,thread,2.64224
10000000,100,8,1000,thread,1.89639
10000000,100,16,1000,thread,1.89511
10000000,100,2,100000,thread,4.64872
10000000,100,4,100000,thread,2.64588
10000000,100,8,100000,thread,1.90409
10000000,100,16,100000,thread,1.90352
10000000,1000,2,10,thread,45.2982
10000000,1000,4,10,thread,25.7898
10000000,1000,8,10,thread,18.5421
10000000,1000,16,10,thread,18.5207
10000000,1000,2,1000,thread,45.6202
10000000,1000,4,1000,thread,26.0051
10000000,1000,8,1000,thread,18.584
10000000,1000,16,1000,thread,18.6603
10000000,1000,2,100000,thread,45.6262
10000000,1000,4,100000,thread,26.006
10000000,1000,8,100000,thread,18.8549
10000000,1000,16,100000,thread,18.9631
100000000,1,2,10,thread,2.55537
100000000,1,4,10,thread,3.83605
100000000,1,8,10,thread,4.62687
100000000,1,16,10,thread,4.57983
100000000,1,2,1000,thread,0.963937
100000000,1,4,1000,thread,0.549272
100000000,1,8,1000,thread,0.400221
100000000,1,16,1000,thread,0.401737
100000000,1,2,100000,thread,0.943154
100000000,1,4,100000,thread,0.53904
100000000,1,8,100000,thread,0.386818
100000000,1,16,100000,thread,0.386889
100000000,10,2,10,thread,6.22869
100000000,10,4,10,thread,4.25545
100000000,10,8,10,thread,4.24604
100000000,10,16,10,thread,4.30968
100000000,10,2,1000,thread,5.47732
100000000,10,4,1000,thread,3.07099
100000000,10,8,1000,thread,2.20878
100000000,10,16,1000,thread,2.2057
100000000,10,2,100000,thread,5.38875
100000000,10,4,100000,thread,3.07931
100000000,10,8,100000,thread,2.21186
100000000,10,16,100000,thread,2.21457
100000000,100,2,10,thread,46.348
100000000,100,4,10,thread,26.3175
100000000,100,8,10,thread,19.0833
100000000,100,16,10,thread,19.0961
100000000,100,2,1000,thread,46.2931
100000000,100,4,1000,thread,26.4643
100000000,100,8,1000,thread,18.956
100000000,100,16,1000,thread,18.9558
100000000,100,2,100000,thread,46.3438
100000000,100,4,100000,thread,26.4549
100000000,100,8,100000,thread,18.9758
100000000,100,16,100000,thread,18.9593
100000000,1000,2,10,thread,453.236
100000000,1000,4,10,thread,258.478
100000000,1000,8,10,thread,185.35
100000000,1000,16,10,thread,185.394
100000000,1000,2,1000,thread,456.016
100000000,1000,4,1000,thread,259.938
100000000,1000,8,1000,thread,186.492
100000000,1000,16,1000,thread,186.406
100000000,1000,2,100000,thread,455.945
100000000,1000,4,100000,thread,260.21
100000000,1000,8,100000,thread,186.58
100000000,1000,16,100000,thread,186.455
